dataset_name,experiment_number,approach,missing_data_handling,imputation_method,features_name,n_features,use_missing_indicator_variables,scale_data,sampling_method,scenario,num_samples,imbalance_ratio,ratio_of_missing_values,ratio_missing_per_class_0,ratio_missing_per_class_1,resolution,bandwidth,estimation_time,num_cv,auc,Accuracy,F1,MCC,Sensitivity,Specificity,Precision,PPV,NPV,FNR,FDR,FOR
complete_autism,3081,xgboost,without,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative', 'average_length']",6,True,False,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.0829817158931083,0.0494579945799458,0.11915204678362573,20,0.2,3.0038950443267822,8,,0.772,0.773,0.547,0.807,0.74,0.742,0.742,0.805,0.193,0.258,0.195
complete_autism,543,xgboost,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,False,True,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11673699015471167,0.05962059620596206,0.1783625730994152,20,0.2,2.6344478130340576,8,,0.764,0.761,0.528,0.781,0.748,0.742,0.742,0.786,0.219,0.258,0.214
complete_autism,4895,ebm,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,True,False,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058368495077355836,0.02981029810298103,0.0891812865497076,20,0.2,25.172608375549316,16,,0.751,0.747,0.503,0.763,0.74,0.731,0.731,0.771,0.237,0.269,0.229
complete_autism,2298,xgboost,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,True,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.04405162738496072,0.02962962962962963,0.08912037037037036,20,0.2,5.283963918685913,16,,0.785,0.522,0.386,0.486,0.88,0.565,0.565,0.843,0.514,0.435,0.157
complete_autism,1552,DecisionTree,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative']",5,False,True,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11561181434599156,0.06016260162601626,0.17543859649122806,20,0.2,0.010975360870361328,16,,0.759,0.767,0.526,0.825,0.699,0.718,0.718,0.811,0.175,0.282,0.189
complete_autism,1563,xgboost,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,True,True,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058544303797468354,0.03048780487804878,0.08881578947368421,20,0.2,49.650404930114746,8,,0.772,0.771,0.546,0.798,0.748,0.746,0.746,0.8,0.202,0.254,0.2
complete_autism,3230,ebm,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative']",5,False,False,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08754208754208755,0.058666666666666666,0.17777777777777778,20,0.2,102.86969470977783,8,,0.815,0.538,0.444,0.444,0.933,0.681,0.681,0.84,0.556,0.319,0.16
complete_autism,457,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative']",5,True,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.04377104377104377,0.029333333333333333,0.08888888888888889,20,0.2,0.011887550354003906,16,,0.758,0.455,0.302,0.417,0.867,0.5,0.5,0.823,0.583,0.5,0.177
complete_autism,3396,LogisticRegression,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,False,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.08810325476992144,0.05925925925925926,0.17824074074074073,20,0.2,0.08784914016723633,16,,0.825,0.527,0.465,0.403,0.96,0.763,0.763,0.834,0.597,0.237,0.166
complete_autism,4627,DecisionTree,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative']",5,False,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.08754208754208755,0.058666666666666666,0.17777777777777778,20,0.2,0.006893157958984375,8,,0.801,0.512,0.405,0.431,0.92,0.633,0.633,0.835,0.569,0.367,0.165
complete_autism,417,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,True,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.04405162738496072,0.02962962962962963,0.08912037037037036,20,0.2,0.013334035873413086,16,,0.758,0.455,0.302,0.417,0.867,0.5,0.5,0.823,0.583,0.5,0.177
complete_autism,3509,nam,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway']",3,False,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.08866442199775533,0.05925925925925926,0.18055555555555555,20,0.2,61.03741002082825,8,0.7987000000000001,0.7816000000000001,0.2486,0.26549999999999996,0.15009999999999998,0.9835999999999998,0.75,0.75,0.7834,0.8498999999999999,0.25,0.21660000000000004
complete_autism,4327,DecisionTree,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right']",2,True,False,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.045454545454545456,0.03,0.09375,20,0.2,0.006107330322265625,8,,0.761,0.523,0.365,0.542,0.831,0.506,0.506,0.85,0.458,0.494,0.15
complete_autism,3488,xgboost,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway']",3,True,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.044332210998877665,0.02962962962962963,0.09027777777777778,20,0.2,4.878944635391235,8,,0.744,0.397,0.243,0.347,0.871,0.463,0.463,0.807,0.653,0.537,0.193
complete_autism,3560,ebm,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.09090909090909091,0.06,0.1875,20,0.2,66.1510579586029,16,,0.768,0.355,0.256,0.264,0.929,0.543,0.543,0.798,0.736,0.457,0.202
complete_autism,4656,LogisticRegression,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,True,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.04419191919191919,0.029444444444444443,0.09027777777777778,20,0.2,0.0911400318145752,16,,0.798,0.434,0.364,0.319,0.951,0.676,0.676,0.814,0.681,0.324,0.186
complete_autism,4074,nam,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,False,False,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11708860759493671,0.06097560975609756,0.17763157894736842,20,0.2,130.36306834220886,16,0.8346,0.757,0.7372,0.5136000000000001,0.7104999999999999,0.8000999999999999,0.7669999999999999,0.7669999999999999,0.7495,0.2895,0.233,0.2505
complete_autism,2442,DecisionTree,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right']",2,True,True,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.05907172995780591,0.03048780487804878,0.08991228070175439,20,0.2,0.0056912899017333984,8,,0.738,0.744,0.482,0.789,0.691,0.703,0.703,0.78,0.211,0.297,0.22
complete_autism,1834,nam,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,False,True,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11673699015471167,0.05962059620596206,0.1783625730994152,20,0.2,98.29833149909973,16,0.8384,0.7579,0.7487,0.516,0.7491,0.7665000000000001,0.7484999999999999,0.7484999999999999,0.7677,0.2509,0.25149999999999995,0.2323
complete_autism,3435,ebm,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative']",5,False,False,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11561181434599156,0.06016260162601626,0.17543859649122806,20,0.2,87.88246464729309,16,,0.785,0.781,0.57,0.798,0.772,0.765,0.765,0.805,0.202,0.235,0.195
complete_autism,2982,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,False,False,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11708860759493671,0.06097560975609756,0.17763157894736842,20,0.2,0.0060312747955322266,8,,0.785,0.785,0.572,0.816,0.756,0.756,0.756,0.816,0.184,0.244,0.184
complete_autism,3483,xgboost,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,True,False,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058368495077355836,0.02981029810298103,0.0891812865497076,20,0.2,4.530929803848267,8,,0.759,0.755,0.52,0.772,0.748,0.739,0.739,0.78,0.228,0.261,0.22
complete_autism,4469,nam,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,False,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,74.25531315803528,8,0.8389,0.789,0.256,0.3081,0.15020000000000003,0.9935,0.8783,0.8783,0.7849,0.8497999999999999,0.12169999999999999,0.2151
complete_autism,346,LogisticRegression,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway']",3,False,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.08866442199775533,0.05925925925925926,0.18055555555555555,20,0.2,0.027617216110229492,8,,0.778,0.195,0.243,0.111,0.991,0.8,0.8,0.777,0.889,0.2,0.223
complete_autism,2976,LogisticRegression,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,True,False,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.04419191919191919,0.029444444444444443,0.09027777777777778,20,0.2,0.15149235725402832,16,,0.768,0.4,0.281,0.319,0.911,0.535,0.535,0.807,0.681,0.465,0.193
complete_autism,1117,DecisionTree,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,False,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.08810325476992144,0.05925925925925926,0.17824074074074073,20,0.2,0.01260066032409668,16,,0.822,0.555,0.465,0.458,0.938,0.702,0.702,0.844,0.542,0.298,0.156
complete_autism,4423,xgboost,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative']",5,False,False,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11561181434599156,0.06016260162601626,0.17543859649122806,20,0.2,2.5160391330718994,8,,0.772,0.769,0.545,0.789,0.756,0.75,0.75,0.795,0.211,0.25,0.205
complete_autism,2602,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,True,False,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058368495077355836,0.02981029810298103,0.0891812865497076,20,0.2,0.0058324337005615234,8,,0.785,0.788,0.574,0.833,0.74,0.748,0.748,0.827,0.167,0.252,0.173
complete_autism,3425,ebm,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative']",5,False,False,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11561181434599156,0.06016260162601626,0.17543859649122806,20,0.2,37.84667730331421,8,,0.789,0.788,0.58,0.816,0.764,0.762,0.762,0.817,0.184,0.238,0.183
complete_autism,1016,LogisticRegression,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway']",3,True,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.044332210998877665,0.02962962962962963,0.09027777777777778,20,0.2,0.08271908760070801,16,,0.761,0.393,0.265,0.319,0.902,0.511,0.511,0.806,0.681,0.489,0.194
complete_autism,338,xgboost,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway']",3,True,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.044332210998877665,0.02962962962962963,0.09027777777777778,20,0.2,5.025617599487305,16,,0.771,0.452,0.318,0.389,0.893,0.538,0.538,0.82,0.611,0.462,0.18
complete_autism,774,nam,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,True,True,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058544303797468354,0.03048780487804878,0.08881578947368421,20,0.2,221.3503041267395,16,0.8518000000000001,0.7898000000000001,0.7766,0.5791999999999999,0.7596,0.818,0.7949,0.7949,0.7862,0.2404,0.2051,0.2138
complete_autism,1990,ebm,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,True,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,50.64268112182617,8,,0.805,0.525,0.417,0.444,0.92,0.64,0.64,0.838,0.556,0.36,0.162
complete_autism,2911,LogisticRegression,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative', 'average_length']",6,False,False,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.1659634317862166,0.0989159891598916,0.23830409356725146,20,0.2,0.13968467712402344,16,,0.772,0.757,0.543,0.737,0.805,0.778,0.778,0.767,0.263,0.222,0.233
complete_autism,4167,DecisionTree,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,True,False,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.04405162738496072,0.02962962962962963,0.08912037037037036,20,0.2,0.0078887939453125,8,,0.805,0.613,0.484,0.639,0.858,0.59,0.59,0.881,0.361,0.41,0.119
complete_autism,311,LogisticRegression,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,False,True,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11708860759493671,0.06097560975609756,0.17763157894736842,20,0.2,0.0509490966796875,16,,0.793,0.788,0.586,0.798,0.789,0.778,0.778,0.808,0.202,0.222,0.192
complete_autism,4772,DecisionTree,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative', 'average_length']",6,True,False,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.0829817158931083,0.0494579945799458,0.11915204678362573,20,0.2,0.011647939682006836,16,,0.747,0.754,0.5,0.807,0.691,0.708,0.708,0.794,0.193,0.292,0.206
complete_autism,884,nam,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative', 'average_length']",6,True,True,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.0829817158931083,0.0494579945799458,0.11915204678362573,20,0.2,148.32610440254211,8,0.8617999999999999,0.7921000000000001,0.7762,0.5835999999999999,0.7508000000000001,0.8299999999999998,0.8038000000000001,0.8038000000000001,0.7826000000000001,0.2492,0.1962,0.21739999999999998
complete_autism,4397,DecisionTree,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,False,False,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08810325476992144,0.05925925925925926,0.17824074074074073,20,0.2,0.012426614761352539,16,,0.778,0.492,0.356,0.444,0.884,0.552,0.552,0.833,0.556,0.448,0.167
complete_autism,4866,LogisticRegression,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,False,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,0.03615427017211914,8,,0.828,0.541,0.478,0.417,0.96,0.769,0.769,0.837,0.583,0.231,0.163
complete_autism,2266,LogisticRegression,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.09090909090909091,0.06,0.1875,20,0.2,0.021781444549560547,8,,0.788,0.4,0.325,0.292,0.947,0.636,0.636,0.807,0.708,0.364,0.193
complete_autism,4728,xgboost,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right']",2,True,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.045454545454545456,0.03,0.09375,20,0.2,2.846148729324341,8,,0.754,0.443,0.289,0.403,0.867,0.492,0.492,0.819,0.597,0.508,0.181
complete_autism,3033,xgboost,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses']",3,False,False,smote,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11673699015471167,0.05962059620596206,0.1783625730994152,20,0.2,4.873122930526733,16,,0.743,0.745,0.488,0.781,0.707,0.712,0.712,0.777,0.219,0.288,0.223
complete_autism,1998,xgboost,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,True,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,9.487809658050537,16,,0.788,0.512,0.383,0.458,0.893,0.579,0.579,0.838,0.542,0.421,0.162
complete_autism,2918,xgboost,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,False,False,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.08810325476992144,0.05925925925925926,0.17824074074074073,20,0.2,5.223771572113037,16,,0.788,0.504,0.378,0.444,0.898,0.582,0.582,0.835,0.556,0.418,0.165
complete_autism,1393,xgboost,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,False,True,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11708860759493671,0.06097560975609756,0.17763157894736842,20,0.2,4.967162847518921,16,,0.785,0.785,0.572,0.816,0.756,0.756,0.756,0.816,0.184,0.244,0.184
complete_autism,188,xgboost,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,True,without,asd_td_age_matched_n_unbalanced,297,0.32,0.09090909090909091,0.06,0.1875,20,0.2,5.015150547027588,8,,0.751,0.448,0.289,0.417,0.858,0.484,0.484,0.821,0.583,0.516,0.179
complete_autism,1069,nam,imputation,mice,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.09090909090909091,0.06,0.1875,20,0.2,45.2007794380188,8,0.8248,0.7967000000000001,0.3518,0.34409999999999996,0.22759999999999997,0.9787999999999999,0.7762,0.7762,0.7985000000000001,0.7724000000000001,0.2238,0.2015
complete_autism,645,xgboost,without,without,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score', 'NS_postural_sway_derivative', 'average_length']",6,False,True,vanilla,asd_td_age_matched_n_balanced,237,0.926829268292683,0.1659634317862166,0.0989159891598916,0.23830409356725146,20,0.2,2.8083629608154297,8,,0.785,0.787,0.573,0.825,0.748,0.752,0.752,0.821,0.175,0.248,0.179
complete_autism,2780,ebm,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,True,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.04419191919191919,0.029444444444444443,0.09027777777777778,20,0.2,90.26057863235474,16,,0.768,0.439,0.305,0.375,0.893,0.529,0.529,0.817,0.625,0.471,0.183
complete_autism,1997,DecisionTree,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,True,without,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,0.01097559928894043,16,,0.798,0.492,0.388,0.403,0.924,0.63,0.63,0.829,0.597,0.37,0.171
complete_autism,639,xgboost,without,without,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,True,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.11814345991561181,0.06097560975609756,0.17982456140350878,20,0.2,5.126156330108643,16,,0.726,0.73,0.456,0.772,0.683,0.693,0.693,0.764,0.228,0.307,0.236
complete_autism,507,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,0.006501197814941406,8,,0.798,0.5,0.392,0.417,0.92,0.625,0.625,0.831,0.583,0.375,0.169
complete_autism,1963,xgboost,imputation,mean,"['S_postural_sway', 'mean_gaze_percent_right', 'proportion_of_name_call_responses', 'gaze_silhouette_score']",4,True,True,without,asd_td_age_matched_n_balanced,237,0.926829268292683,0.058544303797468354,0.03048780487804878,0.08881578947368421,20,0.2,142.70498037338257,8,,0.781,0.782,0.564,0.816,0.748,0.75,0.75,0.814,0.184,0.25,0.186
complete_autism,1667,DecisionTree,imputation,knn,"['S_postural_sway', 'mean_gaze_percent_right']",2,False,True,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.09090909090909091,0.06,0.1875,20,0.2,0.005453348159790039,8,,0.751,0.448,0.289,0.417,0.858,0.484,0.484,0.821,0.583,0.516,0.179
complete_autism,2707,DecisionTree,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses', 'NS_postural_sway_derivative', 'gaze_silhouette_score']",6,False,False,vanilla,asd_td_age_matched_n_unbalanced,297,0.32,0.08810325476992144,0.05925925925925926,0.17824074074074073,20,0.2,0.007321596145629883,8,,0.795,0.527,0.403,0.472,0.898,0.596,0.596,0.842,0.528,0.404,0.158
complete_autism,509,nam,encoding,without,"['S_postural_sway', 'mean_gaze_percent_right', 'NS_postural_sway', 'proportion_of_name_call_responses']",4,False,True,smote,asd_td_age_matched_n_unbalanced,297,0.32,0.08838383838383838,0.058888888888888886,0.18055555555555555,20,0.2,76.67360949516296,8,0.8604,0.7857000000000001,0.2639,0.28959999999999997,0.1598,0.9859,0.7988000000000001,0.7988000000000001,0.7858,0.8402,0.2012,0.2142
